NAME ,NAME 2,EMAIL ,USE TYPE ,OBJECT TYPE,YEAR CONSTRUCTED ,YEAR DEDICATED ,YEAR REMOVED ,HONOREES 1,HONOREES 2,LAT,LONG,DATA LINK ,DESCRIPTION ,PHOTO LINK ,PHOTO LINK 2 ,VIDEO LINK ,AUDIO LINK 
Bing Bong the Queen is Dead: Long Live Liberation,,Reimagining the City Collective ,Comemmorative ,,,,,,,43.661057,-79.41890006,,"event to discuss colonialism and imperialism under British Royals; dance party followed

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
Dufferin Mall,,Reimagining the City Collective ,Comemmorative ,Building ,,,,,,43.65603365,-79.43570873,,"Good Deals; still ethnic mom

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
Clore,,Reimagining the City Collective ,Comemmorative ,,,,,,,43.66048266,-79.43291018,,"beauty supply store

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
"Was Coffee Time, Is Value Buds :(",,Reimagining the City Collective ,Comemmorative ,,,,,,,43.66663318,-79.4101001,,"Would hangout in the 24/7 Coffee Time circa 2009/2010 to wait for the subway to open after going to shows on sterling

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
Pepper's,,Reimagining the City Collective ,Comemmorative ,,,,,,,43.66233185,-79.44465329,,"V cute Filipino (hipster) owned Asian bodega

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
Caribbean Queen,,Reimagining the City Collective ,Comemmorative ,,,,,,,43.65948287,-79.4405999,,"Best Patties in the City; She is a BAWSS!!

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",,,,
Dufferin Grove Park; Queer Love ,,Reimagining the City Collective ,Comemmorative ,Site ,,,,,,43.65672604,-79.43275297,,"Capoeira teachings

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",https://drive.google.com/file/d/1m32QzLFKa1ATwjRgM9v3JMxlkS-7FMDh/view?usp=sharing,,,
Dovercourt Park; Covid Hangs and Solo Walks ,,Reimagining the City Collective ,Comemmorative ,Site ,,,,,,43.66532832,-79.43359511,,"Wow someone built a proper fire at Dovercourt Park! I've had many fires here, so cozy, lovely friends, yummy snacks (obviously).

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Reimagining the City Collective. 

(Re)Imagining the City Collective (RIC) is a collective of researchers, artists, cartographers, and writers concerned with space-making, counter-narratives, and agency in the city. Immersed in experimental, arts-based, and cartographic practices, RIC Collective seeks to dislocate power from authoritative planning bodies and relocate it within communities by disrupting the dominant narratives of city-building.

Learn more at: https://www.instagram.com/ric.collective",https://drive.google.com/file/d/13t8tz_7G9WTxbcqpSkd2WzEyCVHqDmHZ/view?usp=sharing,,,
Pride March Winnipeg,,executivedirector@storefrontmb.ca,,,,,,,,49.87653548,-97.24084771,,"The Pride Parades in Winnipeg are not techincially considered parades because they still require the inclusion of barriers. This perpetuates the violent nature that the LGBTQIA+ community must face.
_

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://news.umanitoba.ca/wp-content/uploads/2021/06/1J0A8789-1536x1024.jpeg,,,
University of Manitoba,,executivedirector@storefrontmb.ca,,,,,,,,49.80939155,-97.13440927,,"University and educatonal insututions have historically been places of violence for those who do not identify as white straight, males. While in the present time these perspectives and feelings are beginning to shift, the legacy that these acts of violence, discrimination have had on minorites perpetuates to this day. These spaces, and the content taught in these spaces is most times disconnected from reality and lived experiences.

_

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://images.shiksha.com/mediadata/images/1584445649phpcP2kk4.jpeg,,,
Leo Mol Sculpture Garden,,executivedirector@storefrontmb.ca,,Site ,,,,,,49.87512281,-97.23521266,,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.travelmanitoba.com/imager/assets_simpleviewinc_com/simpleview/image/upload/crm/manitoba/Leo-Mol-Sculpture-Garden_9b84b02e-5056-a36f-237bcd145cb8d645_bc0d2157d501d4729a3d5631708a6b2e.jpg,,,
St.Peters Indian Band Forced Relocation,,executivedirector@storefrontmb.ca,,Site ,,,,,,50.18420128,-96.83925406,"https://redrivernorthheritage.com/st-peters-reserve-surrender-land-dispute-hay-marsh/
","Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://redrivernorthheritage.com/wp-content/uploads/2011/07/PETERSINDIANRESERYE.jpg,,,
Rooster Town,,executivedirector@storefrontmb.ca,,Site ,,,,,,49.84809657,-97.16641164,https://roostertown.lib.umanitoba.ca/ https://legacy.winnipeg.ca/indigenous/reconciliation/roosterTown.stm,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.mhs.mb.ca/docs/sites/images/roostertownkettle1.jpg,,,
Toppling of Queen Victoria Statue,,executivedirector@storefrontmb.ca,Comemmorative ,Statue ,,1921,2021,,"""Queen Victoria""",49.88477119,-97.1468967,https://winnipeg.ctvnews.ca/site-of-toppled-queen-victoria-statue-at-manitoba-legislature-may-be-left-open-1.6347598,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://winnipeg.ctvnews.ca/content/dam/ctvnews/en/images/2023/4/8/victoria-statue-1-6347599-1680969194019.jpeg,,,
St. Boniface Cathedral/ St. Boniface Industrial School,,executivedirector@storefrontmb.ca,,Site ,,,,,,49.87755602,-97.0477362,https://shsb.mb.ca/wp-content/uploads/2021/04/Saint-Boniface_Industrial_school_EN.pdf,"St. Boniface Industrial School was a Canadian Indian residential school that operated in what is now the St. Boniface neighbourhood of Winnipeg, Manitoba from 1890 to 1905. The school was built with funds from the Government of Canada and was operated by Archdiocese of Saint-Boniface and the Grey Nuns of Manitoba. 
_

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.mhs.mb.ca/docs/sites/images/stbonifacenormalschool3.jpg,,,
Portage and Main Closure,,executivedirector@storefrontmb.ca,,Site ,,,,,,49.89549232,-97.13841515,,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i.cbc.ca/1.4724644.1530118113!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/portage-and-main.jpg,,,
The Forks,Niizhoziibean,executivedirector@storefrontmb.ca,,Site ,,,,,,49.88977274,-97.12968874,https://www.theforks.com/attractions/niizhoziibean,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://winnipegarchitecture.ca/wp-content/uploads/2016/08/attractions.img-324.the-forks-Credit-Dan-Harper-for-Winnipeg-Tourism.jpg,,,
Armstrong's Point,,executivedirector@storefrontmb.ca,,Site ,,,,,,49.8767756,-97.1563058,,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",http://www.armstrongspoint.ca/images/gate.jpg,,,
Canadian Museum for Human Rights,,executivedirector@storefrontmb.ca,,Building ,,,,,,49.89088692,-97.13088729,,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.tourismwinnipeg.com/uploads/sv_images/simpleview-image-upload-c-fit-w-800-h-600-crm-winnipeg-CMHR0-cc6fc1a2-5056-a36a-097e685617aa36ec.t1637074760.jpg,,,
Alexander Docks/Tina Fontaine/MMIWG2S+,,executivedirector@storefrontmb.ca,Comemmorative ,,,,,MMIWG2S+,Tina Fontaine ,49.89980051,-97.13138781,,"The body of Tina Fontaine was found here in 2014. This event was seen as the spark that reigninted the MMIWG2S+ Justice Movement.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",http://www.mhs.mb.ca/docs/sites/images/alexanderdocks2.jpg,,,
Shoal Lake 40 Aqueduct,,executivedirector@storefrontmb.ca,,,,1886,,La Vérendrye ,,49.62767678,-95.19102283,,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i.cbc.ca/1.5154263.1559242944!/fileImage/httpImage/image.jpg_gen/derivatives/original_1180/winnipeg-aqueduct-intake.jpg,,,
La Vérendrye Monument,,executivedirector@storefrontmb.ca,,Statue ,,,,,,49.88619864,-97.12319961,https://www.mhs.mb.ca/docs/sites/laverendryepark.shtml,"""Collected Indian Slaves""",https://www.mhs.mb.ca/docs/sites/images/laverendryepark1.jpg,,,
University of Winnipeg,,executivedirector@storefrontmb.ca,,Organization/ institution ,,,,,,49.89173307,-97.15374972,,"UniversIty and educatonal insututions have historically been places of violence for those who do not identify as white straight, males. While in the present time these perspectives and feelings are beginning to shift, the legacy that these acts of violence, discrimination have had on minorites perpetuates to this day. These spaces, and the content taught in these spaces is most times disconnected from reality and lived experiences.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.uwinnipeg.ca/_files/images/about-uwinnipeg-wesley-758x381.jpg,,,
Red River College,,executivedirector@storefrontmb.ca,,Organization/ institution ,,,,,,49.90028439,-97.14141522,,"University and educatonal insututions have historically been places of violence for those who do not identify as white straight, males. While in the present time these perspectives and feelings are beginning to shift, the legacy that these acts of violence, discrimination have had on minorites perpetuates to this day. These spaces, and the content taught in these spaces is most times disconnected from reality and lived experiences.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.rrc.ca/wp-content/uploads/sites/1/2018/02/RRC-Campuses-EDC-001-banner-Q7-14pjp3g.jpg,,,
Health Science Centre/Brian Sinclair,,executivedirector@storefrontmb.ca,,Organization/ institution ,,,,,,49.90374756,-97.15713848,https://www.cbc.ca/news/canada/manitoba/winnipeg-brian-sinclair-report-1.4295996,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i.cbc.ca/1.2773411.1633710926!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/brian-sinclair.jpg,,,
Steinbach Pride March 2016,,executivedirector@storefrontmb.ca,,,,,,,,49.52752158,-96.68489657,"
https://www.cbc.ca/news/canada/manitoba/steinbach-pride-march-preparations-1.3671657 https://www.cbc.ca/news/canada/manitoba/steinbach-prejudice-and-pride-among-key-moments-of-2016-for-manitoba-lgbt-community-1.3914428","[Throuhgout Steinbach, MB]
",https://bloximages.chicago2.vip.townnews.com/thestar.com/content/tncms/assets/v3/editorial/d/c4/dc44a027-7fad-550b-bfc0-0b98efde4d3f/63ea3e46a5553.image.jpg?resize=1200%2C896,,,
Assiniboia Indian Residential School,,executivedirector@storefrontmb.ca,,,,,,,,49.87531558,-97.20095974,https://www.winnipegfreepress.com/arts-and-life/entertainment/books/2021/03/13/into-the-light,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://www.winnipegfreepress.com/wp-content/uploads/sites/2/2022/05/NEP9658681.jpg,,,
Abinojii Mikanah,Bishop Grandin Boulevard ,executivedirector@storefrontmb.ca,Repatriation ,Place Name ,,,,,,49.8239867,-97.13518038,https://www.cbc.ca/news/canada/manitoba/bishop-grandin-name-change-proposal-1.6733464 https://www.cbc.ca/news/canada/manitoba/winnipeg-city-council-bishop-grandin-renaming-1.6788886,"""The Indigenous relations division suggests that Bishop Grandin Boulevard be changed to Abinojii Mikanah and Bishop Grandin Trail be renamed Awasisak Mēskanow."" 
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i0.wp.com/www.chrisd.ca/blog/wp-content/uploads/2023/03/bishop-grandin-blvd.jpg?w=800&ssl=1,,,
Kapyong Barraks / Naawi-Oodena,,executivedirector@storefrontmb.ca,Repatriation ,,,,,,,49.86031637,-97.2073206,"https://www.clc-sic.ca/real-estate/naawi-oodena https://treaty1.ca/naawi-oodena/
 https://www.cbc.ca/news/canada/manitoba/naawi-oodena-repatriation-winnipeg-largest-urban-reserve-1.6691359
https://www.cbc.ca/news/canada/manitoba/naawi-oodena-repatriation-winnipeg-largest-urban-reserve-1.6691359","Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i.cbc.ca/1.5997952.1699654361!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/former-kapyong-barracks-master-plan.jpg,,,
Winnipeg Downtown Skywalk,,executivedirector@storefrontmb.ca,,,,,,,,49.89428577,-97.13808231,https://www.tourismwinnipeg.com/uploads/document/indoor_walkway_map_2020.t1576269412.pdf,"While the skywalk system provide a warm place to walk throughout downtown winnipeg in the winter months, the implemntation of the skywalk system was bad for businesses in downtown and also took eyes off the street in Winnipeg, making certain places more unsafe.

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",,,,
Removal of Encampments,,executivedirector@storefrontmb.ca,,,,,,,,49.90236482,-97.13238876,https://www.cbc.ca/news/canada/manitoba/homeless-camp-take-down-mmf-winnipeg-1.5516957,"Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Storefront Manitoba. 

Storefront is a charitable organization that advances critical discussion, exploration, and celebration of the design culture in Manitoba. Learn more at: www.storefrontmb.ca",https://i.cbc.ca/1.5599125.1591305529!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/encampment-in-south-point-douglas.jpg,,,
Leighton Art Centre and surrounding areas,,director@stride.ab.ca,,Site ,,,,,,50.79642685,-114.2101493,,"This Gumisistiy Youth program was led by artist Bruno Canadien. Canadien led the Tsuut'ina youth on a walk of the land at the Leighton Art Centre located in Treaty 7 territory (near Millarville), encouraging the youth to draw and investigate the land, vegitation, and animal presence aroung them. After the nature walk, the youth and Canadien collectively created a map of their journey with landmarks they witnessed along the way.

__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Stride Gallery and Tsuut'ina Youth Program. 

Stride Gallery is an artist-run centre located on the traditional territories of Tsuut’ina, Niitsitapi,
and Iyarhe Nakoda in Treaty 7, in a city colonially known as Calgary. Tsuut’ina Nation Youth Program (TNYP) operates from Tsuut’tina Nation, facilitating the Nation’s junior powwow and various youth programs. Since 2018, our organizations have been collaborating on a youth art program named Gumisistiy, which means “to persevere” or “to keep going” in Tsuut’ina.

Gumisistiy Youth Program tackles the question of access to art and reciprocal relationship
building between First Nations and art institutions. Our two organizations are building a lasting
relationship that fosters artistic growth and agency for the youth. Acknowledging the historically
racist and unsafe arts institutions, Gumisistiy connects Tsuut’ina youth and different art spaces
in the city through various art workshops. Artists lead programs to introduce their own practices
that are constantly expanding and reshaping what it means to be an Indigenous artist in this
moment. These artists offer potential role models and pathways to finding a creative voice and
self-expression for the youth. The program introduces ceremony to the colonial spaces, with the
intention of making Tsuut’ina ways of being porously present in Treaty 7 areas.
",https://drive.google.com/file/d/1WlQXdxEkrIeOwstRTuqd6NFP3D8BwLH5/view?usp=drive_link,https://drive.google.com/file/d/1qZVGJeT5D1IzthUFMEvbTnZJA8prBx4J/view?usp=drive_link,,
"Esker Foundation, Fort Calgary",,director@stride.ab.ca,,Site ,,,,,,51.04261035,-114.0387933,,"This Gumisistiy Youth program took place on the same day with in two seperate locations. The first was Esker Foundation led by Sachin Sudra. Sachin led grounding excersies before teaching the Tsuut'ina youth on how to prepare a group meal with healthy, ethically sourced ingredients (including bison, a traditional and cultural food source within their culture). The second part of the workshop led the youth after the meal to Fort Calgary, where they were guided by Kendall Jacobs, a traditional Knowledge Keeper also from Tsuut'ina Nation. Kendall provided the youth with the Tsuut'ina perspective and account of historical events and stories of Fort Calgary, including the making of Treaty 7.
__

Between 2021-23, @countermap.land launched fifteen engagement workshops led by artists, collectives, and community groups. Each of these gatherings worked to map experiences and histories of the land commonly excluded from mainstream cultural heritage discourse. Many of the workshops also questioned the agencies and legacies embedded in cartography. This submission is from a workshop led by Stride Gallery and Tsuut'ina Youth Program. 

Stride Gallery is an artist-run centre located on the traditional territories of Tsuut’ina, Niitsitapi,
and Iyarhe Nakoda in Treaty 7, in a city colonially known as Calgary. Tsuut’ina Nation Youth Program (TNYP) operates from Tsuut’tina Nation, facilitating the Nation’s junior powwow and various youth programs. Since 2018, our organizations have been collaborating on a youth art program named Gumisistiy, which means “to persevere” or “to keep going” in Tsuut’ina.

Gumisistiy Youth Program tackles the question of access to art and reciprocal relationship
building between First Nations and art institutions. Our two organizations are building a lasting
relationship that fosters artistic growth and agency for the youth. Acknowledging the historically
racist and unsafe arts institutions, Gumisistiy connects Tsuut’ina youth and different art spaces
in the city through various art workshops. Artists lead programs to introduce their own practices
that are constantly expanding and reshaping what it means to be an Indigenous artist in this
moment. These artists offer potential role models and pathways to finding a creative voice and
self-expression for the youth. The program introduces ceremony to the colonial spaces, with the
intention of making Tsuut’ina ways of being porously present in Treaty 7 areas.
",https://drive.google.com/file/d/1WlQXdxEkrIeOwstRTuqd6NFP3D8BwLH5/view?usp=drive_link,https://drive.google.com/file/d/1qZVGJeT5D1IzthUFMEvbTnZJA8prBx4J/view?usp=drive_link,,
